pregunta,respuesta
angel,"a messenger.-a spiritual, celestial being, superior to man in power and intelligence. in the scriptures the angels appear as god's messengers.-one of a class of ""fallen angels;"" an evil spirit; as, the devil and his angels.-a minister or pastor of a church, as in the seven asiatic churches.-attendant spirit; genius; demon.-an appellation given to a person supposed to be of angelic goodness or loveliness; a darling.-an ancient gold coin of england, bearing the figure of the archangel michael. it varied in value from 6s. 8d. to 10s."
angel fish,see under angel.
angelage,existence or state of angels.
angelet,a small gold coin formerly current in england; a half angel.
angelhood,the state of being an angel; angelic nature.
angelic,"alt. of angelical-of or derived from angelica; as, angelic acid; angelic ether."
angelica,"an aromatic umbelliferous plant (archangelica officinalis or angelica archangelica) the leaf stalks of which are sometimes candied and used in confectionery, and the roots and seeds as an aromatic tonic.-the candied leaf stalks of angelica."
angelical,"belonging to, or proceeding from, angels; resembling, characteristic of, or partaking of the nature of, an angel; heavenly; divine."
angelically,like an angel.
angelicalness,the quality of being angelic; excellence more than human.
angelify,to make like an angel; to angelize.
angelize,to raise to the state of an angel; to render angelic.
angellike,resembling an angel.
angelolatry,worship paid to angels.
angelology,"a discourse on angels, or a body of doctrines in regard to angels."
angelophany,the actual appearance of an angel to man.
angelot,"a french gold coin of the reign of louis xi., bearing the image of st. michael; also, a piece coined at paris by the english under henry vi.-an instrument of music, of the lute kind, now disused.-a sort of small, rich cheese, made in normandy."
angelus,"a form of devotion in which three ave marias are repeated. it is said at morning, noon, and evening, at the sound of a bell.-the angelus bell."
anger,"trouble; vexation; also, physical pain or smart of a sore, etc.-a strong passion or emotion of displeasure or antagonism, excited by a real or supposed injury or insult to one's self or others, or by the intent to do such injury.-to make painful; to cause to smart; to inflame.-to excite to anger; to enrage; to provoke."
angered,of anger
angering,of anger
angerly,angrily.
angevine,of or pertaining to anjou in france.-a native of anjou.
angienchyma,"vascular tissue of plants, consisting of spiral vessels, dotted, barred, and pitted ducts, and laticiferous vessels."
angina,"any inflammatory affection of the throat or faces, as the quinsy, malignant sore throat, croup, etc., especially such as tends to produce suffocation, choking, or shortness of breath."
anginose,pertaining to angina or angina pectoris.
anginous,alt. of anginose
angio-,"a prefix, or combining form, in numerous compounds, usually relating to seed or blood vessels, or to something contained in, or covered by, a vessel."
angiocarpous,"having fruit inclosed within a covering that does not form a part of itself; as, the filbert covered by its husk, or the acorn seated in its cupule.-having the seeds or spores covered, as in certain lichens."
angiography,a description of blood vessels and lymphatics.
angiology,that part of anatomy which treats of blood vessels and lymphatics.
angioma,a tumor composed chiefly of dilated blood vessels.
angiomonospermous,producing one seed only in a seed pod.
angioscope,an instrument for examining the capillary vessels of animals and plants.
angiosperm,a plant which has its seeds inclosed in a pericarp.
angiospermatous,same as angiospermous.
angiospermous,having seeds inclosed in a pod or other pericarp.
angiosporous,"having spores contained in cells or thecae, as in the case of some fungi."
angiostomous,"with a narrow mouth, as the shell of certain gastropods."
angiotomy,dissection of the blood vessels and lymphatics of the body.
angle,"the inclosed space near the point where two lines meet; a corner; a nook.-the figure made by. two lines which meet.-the difference of direction of two lines. in the lines meet, the point of meeting is the vertex of the angle.-a projecting or sharp corner; an angular fragment.-a name given to four of the twelve astrological ""houses.""-a fishhook; tackle for catching fish, consisting of a line, hook, and bait, with or without a rod.-to fish with an angle (fishhook), or with hook and line.-to use some bait or artifice; to intrigue; to scheme; as, to angle for praise.-to try to gain by some insinuating artifice; to allure."
angled,"of angle-having an angle or angles; -- used in compounds; as, right-angled, many-angled, etc."
anglemeter,"an instrument to measure angles, esp. one used by geologists to measure the dip of strata."
angler,"one who angles.-a fish (lophius piscatorius), of europe and america, having a large, broad, and depressed head, with the mouth very large. peculiar appendages on the head are said to be used to entice fishes within reach. called also fishing frog, frogfish, toadfish, goosefish, allmouth, monkfish, etc."
angles,"an ancient low german tribe, that settled in britain, which came to be called engla-land (angleland or england). the angles probably came from the district of angeln (now within the limits of schleswig), and the country now lower hanover, etc."
anglesite,"a native sulphate of lead. it occurs in white or yellowish transparent, prismatic crystals."
anglewise,in an angular manner; angularly.
angleworm,"a earthworm of the genus lumbricus, frequently used by anglers for bait. see earthworm."
anglian,of or pertaining to the angles.-one of the angles.
anglic,anglian.
anglican,"english; of or pertaining to england or the english nation; especially, pertaining to, or connected with, the established church of england; as, the anglican church, doctrine, orders, ritual, etc.-pertaining to, characteristic of, or held by, the high church party of the church of england.-a member of the church of england.-in a restricted sense, a member of the high church party, or of the more advanced ritualistic section, in the church of england."
anglicanism,"strong partiality to the principles and rites of the church of england.-the principles of the established church of england; also, in a restricted sense, the doctrines held by the high-church party.-attachment to england or english institutions."
anglice,"in english; in the english manner; as, livorno, anglice leghorn."
anglicify,to anglicize.
anglicism,"an english idiom; a phrase or form language peculiar to the english.-the quality of being english; an english characteristic, custom, or method."
anglicity,the state or quality of being english.
anglicization,"the act of anglicizing, or making english in character."
anglicize,"to make english; to english; to anglify; render conformable to the english idiom, or to english analogies."
anglicized,of anglicize
anglicizing,of anglicize
anglified,of anglify
anglify,to convert into english; to anglicize.
anglifying,of anglify
angling,of angle-the act of one who angles; the art of fishing with rod and line.
anglo-,"a combining form meaning the same as english; or english and, or english conjoined with; as, anglo-turkish treaty, anglo-german, anglo-irish."
anglo-catholic,"of or pertaining to a church modeled on the english reformation; anglican; -- sometimes restricted to the ritualistic or high church section of the church of england.-a member of the church of england who contends for its catholic character; more specifically, a high churchman."
anglo-saxon,"a saxon of britain, that is, an english saxon, or one the saxons who settled in england, as distinguished from a continental (or ""old"") saxon.-the teutonic people (angles, saxons, jutes) of england, or the english people, collectively, before the norman conquest.-the language of the english people before the conquest (sometimes called old english). see saxon.-one of the race or people who claim descent from the saxons, angles, or other teutonic tribes who settled in england; a person of english descent in its broadest sense.-of or pertaining to the anglo-saxons or their language."
