pregunta,respuesta
When did Phil Jackson need a big play from his team to have any chance of going on to the Conference Finals?,"May 13, 1994"
Where did Joseph play in Maurice's shadow?,Champlain St. Lambert College
How many gold medals did Barkley win as a member of the U.S. men's basketball team?,two
How many points and 3.9 rebounds per game did he average per game?,6
On what date did Paul record his first triple-double of the season?,"March 21, 2021"
"How many players in NBA history have at least 20,000 points, 10,000 rebounds, and 4,000 assists in their career?",four
What conference are the Lions members of?,Heartland Collegiate Athletic Conference
What team did the Clippers play against in their final exhibition game?,New Orleans Hornets
Who won the Most Valuable Player Award for the second year in a row?,J.J. Redick
Where did the Indiana pacers trade to?,San Antonio
What percentage of field goal shooting did Barkley average during his three-year college career?,62.6%
What is the national sport association for basketball?,Samahang Basketbol ng Pilipinas
What trophy was on the right chest of the trophy?,Samahang Basketbol ng Pilipinas
How many points did Frank Young have for West Virginia?,24
Who swept GlobalPort in their series?,TNT
How are the ties broken?,from the top down
What university did Miles sign a letter of intent to attend?,Stanford
Which team had taken away the home-court advantage?,the Blazers
"On February 5, 1984, who made the most three point field goals in Game 11?",Oscar Schmidt
What team did Abe support in the NBA?,Harlem Globetrotters
The arena has how many floors?,two
Malone passed who for second on the all-time scoring list in the 2002-2003 season?,Wilt Chamberlain
What team voluntarily vacated all regular season wins from the 2007-08 season?,USC Basketball
What teammate exceeded expectations and earned First Team honors?,Kyle Kuzma
How many Big Ten Conference signees did the Simeon frontline feature?,three
Who was the top vote-getter among Western Conference players in an All-Star Game?,Barkley
What did the NBA introduce in response to the slow pace of games?,a 24 second shot clock
How many brothers does Korver have?,three
What was Kidd's previous school record for most assists in a season?,272
Where did the Bulls play most of their home games during its first two seasons?,International Amphitheatre
What is the name of the team that plays for the Phoenix Suns?,Philadelphia 76ers
When did Bon Jovi get one?,February
How many games to one did the Cape Breton Breakers lose to Saskatoon?,three
When did the Pipers move to Minnesota?,1968
How many seasons did Wagner play for the Golden State Warriors?,one
Worthy broke his leg in what game?,one of the last regular season games
Who was a two-time NBA slam dunk champion off-guard?,Jason Richardson
When was McLemore assigned to the Memphis Hustle of the NBA G League?,"November 2, 2017"
What year did Conley make his first major appearance?,2008
What was the last win in Carmichael Auditorium?,80-72 William & Mary
When did the Oshkosh All-Stars play the New York Renaissance Big Five for the first time?,February 1936
"Who called Payton ""probably as complete a Guard as there ever was?""",Gail Goodrich
"Which state won the Elite Eight W 87-78 over Drake College Park, MD?",Kansas State
Who was Jong Uichico's coach in 2001?,Allan Caidic
When was the three-way trade completed?,"July 6, 2019"
Who was the head coach of Alabama in 1982?,Tyronn Lue
When was the school founded as a public medical college?,1834
In what year was Payton #1 on the list of best college point guards of the past 15 years by a reporter for College Hoops Net?,2005
What was Hill's first game back after missing the first 28 games?,December 23
What color version of the NBA uniform was unveiled as part of Nike's Earned series?,pink
What type of suites generate much revenue?,luxury suites
Who was expected to lead the Mavericks to an easy win against the eighth seed Golden State Warriors?,Nowitzki
Where are the Final Four held?,"San Antonio, TX"
How many divisions were there in the JBL?,two
Where did she attend high school?,Don Lugo High School
How many games did the Heat lose to the Los Angeles Lakers?,six
Where was Pippen born?,"Hamburg, Arkansas"
Who got the ball downcourt to a wide-open Gerald Henderson for an easy layup and a 112-109 lead?,James Edwards
Who was the assistant coach for the Virginia Tech Hokies?,Peele
Who is the league commissioner?,George Mikan
Who did the Celtics trade Henderson to?,Seattle
How many points did he score in the first half?,20
Which team rallied in the fourth quarter?,Lakers
Who is the current Team manager of FC Barcelona Bàsquet?,Juan Carlos Navarro Feijoo
What was the Jazz's start to the 2020-21 season?,23-5
What team did Cunningam play for?,Detroit Pistons
What is the name of the Atlantic Coast Conference?,ACC
Where is the registered office of Euroleague?,"rue Beaumont 17, L-1219 Luxembourg"
Who is the only player in baseball history to have been ejected from a major league game without ever appearing in one?,Sharman
Scheyer was one of how many finalists for the Bob Cousy Award in 2010?,6
What was the name of the website created to abolish the current Toronto Raptors name?,TorontoHuskies.org
What animal did Charles barkley kiss?,donkey
How many wins did the Spurs have in the 1994 Playoffs?,55
On what date did Stephenson suffer a Grade 2 ankle sprain?,"February 14, 2017"
What did King tell reporters when he announced his transfer to Villanova?,Nothing against Duke
How many assists did the NBA have in 1999-2000?,732
Who did The Storm trade the rights to for Michelle Edwards?,Cleveland Rockers
Who was the MVP of the 1998 tournament?,Kevin Clark
How many times defending champion Golden State was the Warriors?,two
What year was Brennan a North Carolina Small forward Senior?,1957-58
When did Edwards make his NBA debut?,"December 23, 2020"
What was the name of the American Mideast Conference?,AMC
How long did the San Miguel Corporation carry the name San Miguel?,20 years
Who said that playing with Gasol clicked from the start?,Kobe Bryant
What was Green assessed after Game 4 for his contact with James that was ruled unnecessary and retaliatory?,Flagrant Foul 1
How many NCAA tournaments did Haskins coach the Gophers in his last 8 seasons?,6
How did the Stars win Game 1?,on the road
When was the measles epidemic in Chicago?,1989
How many NBA All-Star Game selections have been made?,fourteen
How many games has he missed?,50
On what date did the season end?,October 11
What was Harden's 13th game of the season with?,40 points
How many of their final ten games of the season did the Sky lose?,eight
What division did the St. Louis Bombers belong to?,Western
How long was Deng's contract extension?,six years and $71 million
How many seconds left in the fourth quarter did Oklahoma City's Kevin Durant make a three-pointer to cut the Thunder's lead to 98-96?,37
Who owns the Mercury?,Robert Sarver
"Which resort hosted the Portland Trail Blazers, Sacramento Kings, New Orleans Pelicans, San Antonio Spurs, Phoenix Suns, and Washington Wizard?",Robert Sarver
Who is the National Association of Basketball Coaches Player of the Year?,John R
Aspac was 2-0 in what year?,2005
How many post season NCAA records does the Big Ten Tournament have?,4-1
What year did Lopez not make a single start for the Suns?,2011-12
Who was the underdog in the first round of the Western Conference?,Utah Jazz
In what country did the Legends tour take place in 1993?,South Africa
What was the meeting designed to establish?,the NBA
Who led the Illini to a number one seed in the 2001 NCAA Tournament?,Cook
What year did the nets finally put all the pieces together?,1973-74
How many minutes per game did Hachimura shoot from the field?,4.6
How did Michigan rank in the Big Ten conference?,13-4
How many consecutive NCAA selections did Orr's teams earn from 1974-77?,four
What was the predecessor of the LNB?,Campeonato Argentino de Clubes
On what channel was the contestaire from West Virginia on?,CBS
How long did Ricky Davis have a player option for?,a second year
In what game of Boston's second-round playoff series against the Wizards on May 15?,Game 7
How many days later was Curry acquired by the Erie BayHawks?,five
Who was on the 1978-79 All-Defensive team?,Calvin Natt
Who did the voiceover work for TripTank?,Baron Davis
How many Utah Stars were in the Western Division?,4
How many seasons did Hubie Brown coach the Atlanta Hawks?,five
On what date did Chicago acquire the draft rights to Ennis Whatley?,"June 28, 1983"
When would Giles return to the NBA?,early January of the next year
How many points did Boykins average during the Jamboree?,24.5
What was the Division I score in 2001-2002?,8 20 .286
In what division did the Jazz finish in third place?,Midwest
When did the Tar Heels escape from the buzzer?,"February 28, 1998"
What was the name of the most heralded recruit to ever play college basketball for Oklahoma State?,Cunningham
In what year was Westbrook selected as a Western Conference reserve for the All-Star Game?,2011
What was one of the first schools banned from playing at MSG?,City College of New York
Where was the 2010 ACC Men'S Basketball Tournament held?,Greensboro Coliseum
How much was the estimated cost of the arena?,$391 million
How many games did Korver play to begin the 2016-17 season?,47
What is the name of the Coliseum?,Araneta Coliseum
What injury did Leonard re-aggravate in Game 1 of the 2017 Western Conference Finals?,ankle
How much did Purefoods match Pepsi's contract to retain Patrimonio's services?,multi-million peso
Who owned the AAU Cleveland Pipers?,George Steinbrenner
"Freak became the first player in NBA history to finish a regular season in the top 20 in all five statistics of total points, rebounds, assists, steals, and what else?",blocks
What was the name of the YMCA team that became a powerful presence in the ISAA?,12th Street
