pregunta,respuesta
i have to check the stove.,what is the matter?
what is the matter?,maybe i left the burner on.
maybe i left the burner on.,"no, you did not. i checked the stove before we left."
"no, you did not. i checked the stove before we left.",are you sure?
are you sure?,of course I am sure.
of course I am sure.,"well, i have to go back upstairs anyway."
"well, i have to go back upstairs anyway.",it is getting later every minute.
it is getting later every minute.,i think i left the water running.
i think i left the water running.,"no, you did not. let's go! the only thing running is the clock!"
the city is buying guns.,what are they paying?
what are they paying?,"up to $200 for each gun, no questions asked."
"up to $200 for each gun, no questions asked.",why are they doing this?
why are they doing this?,they want to get guns off the street.
they want to get guns off the street.,who would turn in a gun for $200?
who would turn in a gun for $200?,that is not a good deal?
that is not a good deal?,a good gun costs $400 or more.
a good gun costs $400 or more.,"well, if you bring your receipt, maybe they'll give you $400."
"well, if you bring your receipt, maybe they'll give you $400.",i'll keep my receipt and my gun.
i'll keep my receipt and my gun.,i did not know you had a gun.
i did not know you had a gun.,everyone in america should have a gun.
you are yawning.,i sure am.
i sure am.,you should go to bed.
you should go to bed.,i will as soon as i finish this article.
i will as soon as i finish this article.,what are you reading?
what are you reading?,it is about crime in los angeles.
it is about crime in los angeles.,what does it say?
what does it say?,the mayor says the crime rate is going down.
the mayor says the crime rate is going down.,then why does everyone lock their doors?
then why does everyone lock their doors?,i guess they have not read this article.
i guess they have not read this article.,no one believes that the crime rate is going down.
no one believes that the crime rate is going down.,maybe the mayor is just talking about his own neighborhood.
people who live in california are crazy.,why is that?
why is that?,because of all the earthquakes and fires.
because of all the earthquakes and fires.,but big earthquakes happen only once in a while.
but big earthquakes happen only once in a while.,once in a while is once too many.
once in a while is once too many.,but you are right. there are a lot of fires.
but you are right. there are a lot of fires.,a recent fire destroyed 85 homes.
a recent fire destroyed 85 homes.,"still, it is safer than florida."
"still, it is safer than florida.",florida does not have earthquakes or fires.
florida does not have earthquakes or fires.,"no, florida just has hurricanes every year from june to october."
"no, florida just has hurricanes every year from june to october.",but most of those hurricanes are harmless.
but most of those hurricanes are harmless.,"excuse me. hurricane andrew destroyed 30,000 homes!"
i went to hawaii on vacation.,did you like it?
did you like it?,i loved it. i want to live there.
i loved it. i want to live there.,what did you like?
what did you like?,"the island is so green, and the water is so blue."
"the island is so green, and the water is so blue.",did you go swimming?
did you go swimming?,i went to the beach every day.
i went to the beach every day.,how was the weather?
how was the weather?,it was hot and sunny every day.
it was hot and sunny every day.,what did you do at night?
what did you do at night?,at night i went out to eat. the food was delicious.
at night i went out to eat. the food was delicious.,people who live in hawaii are lucky.
i like this hotel.,what do you like about it?
what do you like about it?,we get a free breakfast.
we get a free breakfast.,coffee and a roll?
coffee and a roll?,"no, a real breakfast."
"no, a real breakfast.",bacon and eggs?
bacon and eggs?,"with toast, ham, sausage, fresh fruit, and juice."
"with toast, ham, sausage, fresh fruit, and juice.",wow! that is nice. let's stay for two nights.
wow! that is nice. let's stay for two nights.,"and the rooms are clean, too."
"and the rooms are clean, too.",do they allow pets?
do they allow pets?,"no pets, no smoking."
"no pets, no smoking.",i like that. let's stay three nights.
I am not sleeping here tonight.,what is the matter? this is a nice room.
what is the matter? this is a nice room.,"maybe the room is nice, but not the bed."
"maybe the room is nice, but not the bed.",what is wrong with the bed?
what is wrong with the bed?,look at this sheet.
look at this sheet.,yes?
yes?,see those stains?
see those stains?,i sure do.
i sure do.,I am not sleeping on that sheet.
I am not sleeping on that sheet.,"well, just call the front desk. they'll give us new sheets."
"well, just call the front desk. they'll give us new sheets.",i want sheets without stains on them.
i want sheets without stains on them.,"from now on, let's bring our own sheets."
what time does your plane leave?,it leaves at 12:15.
it leaves at 12:15.,when do you have to be at the airport?
when do you have to be at the airport?,i have to be there two hours early.
i have to be there two hours early.,so we have to be at the airport at 10:15.
so we have to be at the airport at 10:15.,that means we have to leave the house at 9:15.
that means we have to leave the house at 9:15.,"well, it is an hour to get there, if there are no traffic problems."
